from_ids,from_token,to_ids,to_token,weights
824,'t,824,'t,3.5421345e-28
749,Ġthe,747,Ġbeing,3.5415266e-28
621,Ġhoping,507,.,3.5375975e-28
563,Ġ&,564,Ġthe,3.5342117e-28
676,ĠMaster,165,.,3.5314357e-28
404,1989,729,.,3.5306275e-28
621,Ġhoping,905,.,3.5238728e-28
1032,Ġin,1030,Ġwould,3.5158434e-28
654,Ġbad,655,Ġenough,3.509572e-28
1026,ĠThe,1033,Ġthe,3.5082605e-28
627,Ġwhich,311,.,3.5029647e-28
853,Ġspecial,853,Ġspecial,3.4899338e-28
803,Ġyou,741,.,3.4830443e-28
181,Ġwhom,925,.,3.4742994e-28
625,Ġanother,507,.,3.4700077e-28
625,Ġanother,905,.,3.456559e-28
130,au,925,.,3.4447908e-28
909,ĠBuch,924,ĠParis,3.435146e-28
1031,Ġreturn,1030,Ġwould,3.4323818e-28
372,Ġagain,741,.,3.4253186e-28
1032,Ġin,1041,Ġvs,3.4250574e-28
1038,Ġflick,1038,Ġflick,3.4184922e-28
1030,Ġwould,1032,Ġin,3.417227e-28
627,Ġwhich,88,.,3.4168621e-28
402,master,416,.,3.4157412e-28
616,Ġsuspects,416,.,3.4127197e-28
347,ĠFinal,311,.,3.4050213e-28
64,Ġdead,65,Ġobjects,3.40432e-28
228,Ġa,729,.,3.4038135e-28
174,Ġcurse,729,.,3.386911e-28
676,ĠMaster,416,.,3.3771446e-28
481,Ġfeels,484,Ġpadded,3.3763846e-28
626,Ġsequel,1004,.,3.373372e-28
375,Ġnone,590,.,3.3691922e-28
938,.<,941,><,3.3691282e-28
149,Ġlife,153,Ġwooden,3.361759e-28
655,Ġenough,655,Ġenough,3.3601307e-28
140,Ġpassed,925,.,3.3599389e-28
742,ĠBesides,743,Ġthe,3.3561212e-28
857,br,590,.,3.3560444e-28
123,ls,363,.,3.348806e-28
1033,Ġthe,1030,Ġwould,3.34615e-28
1035,Ġspin,1030,Ġwould,3.3460866e-28
1041,Ġvs,1032,Ġin,3.3450654e-28
654,Ġbad,654,Ġbad,3.3413796e-28
631,Ġvery,925,.,3.3401054e-28
1030,Ġwould,1031,Ġreturn,3.3372013e-28
484,Ġpadded,481,Ġfeels,3.3353178e-28
708,Ġin,709,Ġthe,3.3257637e-28
347,ĠFinal,88,.,3.3213009e-28
860,br,471,.,3.3137206e-28
57,Ġlearned,363,.,3.2935691e-28
727,Ġnudity,728,Ġeither,3.292941e-28
626,Ġsequel,507,.,3.2626072e-28
473,Ġat,481,Ġfeels,3.262309e-28
742,ĠBesides,747,Ġbeing,3.260492e-28
1033,Ġthe,1041,Ġvs,3.2597334e-28
1035,Ġspin,1041,Ġvs,3.259721e-28
626,Ġsequel,905,.,3.2499372e-28
369,Ġhere,370,Ġeither,3.2459226e-28
1030,Ġwould,1033,Ġthe,3.237662e-28
627,Ġwhich,1004,.,3.2228136e-28
33,ĠGermany,363,.,3.205501e-28
655,Ġenough,654,Ġbad,3.1991122e-28
1037,off,1030,Ġwould,3.198624e-28
820,Ġit,741,.,3.1958677e-28
675,ĠPuppet,363,.,3.1956359e-28
101,ĠEgyptian,590,.,3.1948802e-28
1041,Ġvs,1035,Ġspin,3.1935522e-28
685,ĠUS,471,.,3.192955e-28
803,Ġyou,799,.,3.1881722e-28
906,ĠApparently,906,ĠApparently,3.1876977e-28
82,Ġran,363,.,3.1775966e-28
11,Ġ1944,925,.,3.1768573e-28
671,ĠPuppet,741,.,3.1727033e-28
1041,Ġvs,1033,Ġthe,3.169304e-28
402,master,311,.,3.1570684e-28
616,Ġsuspects,311,.,3.1542878e-28
123,ls,165,.,3.138768e-28
372,Ġagain,799,.,3.1353333e-28
347,ĠFinal,1004,.,3.1326794e-28
595,Ġexplained,741,.,3.128249e-28
397,Ġstart,741,.,3.125386e-28
225,ender,225,ender,3.122014e-28
676,ĠMaster,311,.,3.1213828e-28
627,Ġwhich,507,.,3.1170042e-28
1037,off,1041,Ġvs,3.1160292e-28
627,Ġwhich,905,.,3.1049113e-28
57,Ġlearned,165,.,3.0869836e-28
139,zel,88,.,3.0803961e-28
402,master,88,.,3.0794563e-28
616,Ġsuspects,88,.,3.076732e-28
591,ĠIt,363,.,3.0747845e-28
676,ĠMaster,88,.,3.0446598e-28
337,Ġ&,363,.,3.03953e-28
1041,Ġvs,1037,off,3.0366097e-28
559,Ġbriefly,563,Ġ&,3.0358569e-28
1032,Ġin,1038,Ġflick,3.035058e-28
678,Ġnot,363,.,3.034745e-28
347,ĠFinal,507,.,3.029806e-28
628,Ġdealt,925,.,3.0295172e-28
125,Ġ(,590,.,3.026029e-28
347,ĠFinal,905,.,3.0180863e-28
121,Ġbeautiful,471,.,3.0105198e-28
33,ĠGermany,165,.,3.0050468e-28
615,Ġone,363,.,3.0043705e-28
855,Ġget,856,.<,3.0020679e-28
563,Ġ&,565,Ġend,3.0004537e-28
123,ls,416,.,2.9998814e-28
675,ĠPuppet,165,.,2.9957874e-28
179,ĠSut,729,.,2.994188e-28
939,br,939,br,2.9878783e-28
82,Ġran,165,.,2.9788765e-28
1038,Ġflick,1032,Ġin,2.9453283e-28
820,Ġit,799,.,2.9253186e-28
139,zel,1004,.,2.9236673e-28
696,Ġsystems,925,.,2.9214487e-28
630,Ġthat,925,.,2.9110698e-28
596,Ġwhy,741,.,2.9054117e-28
402,master,1004,.,2.9045585e-28
671,ĠPuppet,799,.,2.9041045e-28
616,Ġsuspects,1004,.,2.9020001e-28
1033,Ġthe,1038,Ġflick,2.88857e-28
1035,Ġspin,1038,Ġflick,2.8885256e-28
594,Ġeven,741,.,2.8884375e-28
591,ĠIt,165,.,2.8824936e-28
996,Ġexcellent,995,Ġthree,2.880933e-28
33,ĠGermany,416,.,2.8737434e-28
676,ĠMaster,1004,.,2.871738e-28
956,Ġfilm,900,Ġfilm,2.8655006e-28
675,ĠPuppet,416,.,2.8648774e-28
595,Ġexplained,799,.,2.863446e-28
397,Ġstart,799,.,2.8608146e-28
138,ĠAf,741,.,2.859124e-28
337,Ġ&,165,.,2.8489116e-28
82,Ġran,416,.,2.8487378e-28
400,Ġoriginal,925,.,2.843266e-28
201,Ġlearnt,925,.,2.8397324e-28
439,Ġpupp,439,Ġpupp,2.8313602e-28
139,zel,905,.,2.8172036e-28
615,Ġone,165,.,2.816451e-28
1038,Ġflick,1035,Ġspin,2.8119208e-28
402,master,507,.,2.8091978e-28
616,Ġsuspects,507,.,2.8067126e-28
402,master,905,.,2.798299e-28
616,Ġsuspects,905,.,2.795845e-28
277,ĠPuppet,363,.,2.7923596e-28
1038,Ġflick,1033,Ġthe,2.7905598e-28
676,ĠMaster,507,.,2.777444e-28
123,ls,311,.,2.7738866e-28
676,ĠMaster,905,.,2.7666793e-28
1037,off,1038,Ġflick,2.7612284e-28
730,ĠThis,740,Ġway,2.7602698e-28
591,ĠIt,416,.,2.7565448e-28
690,Ġcountries,590,.,2.7510506e-28
102,Ġsorcerer,471,.,2.7508724e-28
669,Ġmaking,658,Ġdecided,2.7454943e-28
728,Ġeither,720,",",2.7427308e-28
57,Ġlearned,311,.,2.7281118e-28
337,Ġ&,416,.,2.7228405e-28
123,ls,88,.,2.7066336e-28
709,Ġthe,708,Ġin,2.703868e-28
615,Ġone,416,.,2.6934087e-28
922,Ġlast,924,ĠParis,2.690554e-28
130,au,729,.,2.689897e-28
800,ĠI,741,.,2.6773975e-28
188,Ġthe,363,.,2.6759475e-28
1038,Ġflick,1037,off,2.6737332e-28
868,ĠPuppet,961,ĠPuppet,2.670981e-28
721,Ġthere,728,Ġeither,2.662781e-28
57,Ġlearned,88,.,2.661989e-28
33,ĠGermany,311,.,2.656126e-28
675,ĠPuppet,311,.,2.6479315e-28
718,Ġkill,707,Ġblood,2.6446405e-28
594,Ġeven,799,.,2.643904e-28
82,Ġran,311,.,2.6330038e-28
631,Ġvery,729,.,2.6253213e-28
138,ĠAf,799,.,2.6180208e-28
277,ĠPuppet,165,.,2.6177213e-28
1032,Ġin,1032,Ġin,2.6149567e-28
223,ĠMaster,363,.,2.596607e-28
33,ĠGermany,88,.,2.5908385e-28
675,ĠPuppet,88,.,2.5828358e-28
994,Ġwith,993,Ġwell,2.5777174e-28
123,ls,1004,.,2.5689315e-28
686,Ġ(,471,.,2.5683925e-28
82,Ġran,88,.,2.5682651e-28
862,The,859,><,2.5675405e-28
1032,Ġin,1031,Ġreturn,2.5537282e-28
1031,Ġreturn,1032,Ġin,2.5528907e-28
591,ĠIt,311,.,2.5478026e-28
900,Ġfilm,956,Ġfilm,2.5346093e-28
57,Ġlearned,1004,.,2.5265582e-28
860,br,590,.,2.5233315e-28
337,Ġ&,311,.,2.5177066e-28
188,Ġthe,165,.,2.508599e-28
277,ĠPuppet,416,.,2.5033416e-28
11,Ġ1944,729,.,2.496999e-28
1032,Ġin,1035,Ġspin,2.4965228e-28
938,.<,861,Ġ/>,2.4938768e-28
1031,Ġreturn,1031,Ġreturn,2.4931062e-28
998,Ġdistinctive,998,Ġdistinctive,2.4926878e-28
615,Ġone,311,.,2.4894282e-28
1033,Ġthe,1032,Ġin,2.488754e-28
1035,Ġspin,1032,Ġin,2.4887163e-28
591,ĠIt,88,.,2.4851682e-28
123,ls,507,.,2.4810951e-28
1032,Ġin,1033,Ġthe,2.477558e-28
677,Ġfilm,363,.,2.476046e-28
123,ls,905,.,2.4753852e-28
680,Ġ',363,.,2.4728276e-28
337,Ġ&,88,.,2.456665e-28
678,Ġnot,88,.,2.4528068e-28
800,ĠI,799,.,2.45074e-28
219,Ġbit,471,.,2.4502726e-28
33,ĠGermany,1004,.,2.4436825e-28
675,ĠPuppet,1004,.,2.4361526e-28
57,Ġlearned,905,.,2.4345454e-28
223,ĠMaster,165,.,2.4342204e-28
685,ĠUS,590,.,2.4313712e-28
1033,Ġthe,1031,Ġreturn,2.4304533e-28
1035,Ġspin,1031,Ġreturn,2.4304348e-28
615,Ġone,88,.,2.4282385e-28
82,Ġran,1004,.,2.422419e-28
91,Ġthe,88,.,2.4198515e-28
1031,Ġreturn,1033,Ġthe,2.418744e-28
614,Ġalthough,363,.,2.4150837e-28
188,Ġthe,416,.,2.3989966e-28
803,Ġyou,925,.,2.3862007e-28
404,1989,363,.,2.3854997e-28
858,Ġ/,471,.,2.3845716e-28
1025,...,1005,ĠDon,2.3843899e-28
628,Ġdealt,729,.,2.3811902e-28
1037,off,1032,Ġin,2.3790293e-28
1033,Ġthe,1035,Ġspin,2.3760092e-28
1035,Ġspin,1035,Ġspin,2.3759911e-28
1032,Ġin,1037,off,2.3738348e-28
938,.<,633,.<,2.3735e-28
33,ĠGermany,507,.,2.363453e-28
1033,Ġthe,1033,Ġthe,2.3579777e-28
1035,Ġspin,1033,Ġthe,2.357951e-28
593,Ġnever,741,.,2.3562963e-28
675,ĠPuppet,507,.,2.3561793e-28
33,ĠGermany,905,.,2.3542746e-28
675,ĠPuppet,905,.,2.3470381e-28
372,Ġagain,925,.,2.3466532e-28
591,ĠIt,1004,.,2.3440229e-28
802,Ġwhenever,741,.,2.3437905e-28
82,Ġran,507,.,2.3428786e-28
319,Ġbetween,319,Ġbetween,2.342432e-28
82,Ġran,905,.,2.3337892e-28
337,Ġ&,1004,.,2.3316979e-28
223,ĠMaster,416,.,2.3278585e-28
1037,off,1031,Ġreturn,2.3233343e-28
677,Ġfilm,165,.,2.3211994e-28
680,Ġ',165,.,2.3181817e-28
228,Ġa,363,.,2.3152743e-28
277,ĠPuppet,311,.,2.3137732e-28
457,Ġof,457,Ġof,2.3038297e-28
121,Ġbeautiful,590,.,2.3005014e-28
815,Ġabove,471,.,2.2970988e-28
696,Ġsystems,729,.,2.2962665e-28
615,Ġone,1004,.,2.2903354e-28
174,Ġcurse,363,.,2.2883967e-28
630,Ġthat,729,.,2.2880996e-28
814,Ġpositioned,471,.,2.2873755e-28
739,Ġthe,733,amer,2.277076e-28
1037,off,1035,Ġspin,2.2712636e-28
591,ĠIt,507,.,2.267074e-28
614,Ġalthough,165,.,2.2640493e-28
1033,Ġthe,1037,off,2.2592523e-28
1035,Ġspin,1037,off,2.259218e-28
855,Ġget,855,Ġget,2.2586837e-28
591,ĠIt,905,.,2.2582874e-28
277,ĠPuppet,88,.,2.256892e-28
1037,off,1033,Ġthe,2.2540357e-28
337,Ġ&,507,.,2.251973e-28
337,Ġ&,905,.,2.246773e-28
404,1989,165,.,2.2363241e-28
400,Ġoriginal,729,.,2.234806e-28
941,><,938,.<,2.2331358e-28
218,Ġa,471,.,2.228192e-28
1036,-,1038,Ġflick,2.2208685e-28
677,Ġfilm,416,.,2.2197758e-28
201,Ġlearnt,729,.,2.2174738e-28
188,Ġthe,311,.,2.2173301e-28
633,.<,938,.<,2.2170087e-28
680,Ġ',416,.,2.2168819e-28
615,Ġone,507,.,2.2151403e-28
615,Ġone,905,.,2.2065632e-28
820,Ġit,925,.,2.189467e-28
739,Ġthe,731,Ġis,2.1848363e-28
608,ĠMaster,741,.,2.1805066e-28
10,Ġduring,363,.,2.1752312e-28
63,Ġto,741,.,2.174675e-28
671,ĠPuppet,925,.,2.1735805e-28
228,Ġa,165,.,2.1700678e-28
965,ĠLegacy,741,.,2.1677512e-28
614,Ġalthough,416,.,2.165123e-28
188,Ġthe,88,.,2.1628198e-28
28,Ġpupp,471,.,2.1618467e-28
1037,off,1037,off,2.1596625e-28
593,Ġnever,799,.,2.1568138e-28
223,ĠMaster,311,.,2.151587e-28
802,Ġwhenever,799,.,2.1453666e-28
174,Ġcurse,165,.,2.145293e-28
595,Ġexplained,925,.,2.1431419e-28
397,Ġstart,925,.,2.1411805e-28
938,.<,856,.<,2.140911e-28
404,1989,416,.,2.1386094e-28
86,ĠMag,471,.,2.1360166e-28
859,><,862,The,2.1355848e-28
277,ĠPuppet,1004,.,2.1287118e-28
447,Ġrelationship,448,Ġwith,2.10825e-28
920,Ġof,924,ĠParis,2.1065297e-28
223,ĠMaster,88,.,2.0986854e-28
102,Ġsorcerer,590,.,2.094734e-28
907,Ġfilmed,908,Ġin,2.0924978e-28
228,Ġa,416,.,2.074037e-28
277,ĠPuppet,507,.,2.0588314e-28
677,Ġfilm,311,.,2.0516652e-28
174,Ġcurse,416,.,2.051556e-28
277,ĠPuppet,905,.,2.050836e-28
680,Ġ',311,.,2.049006e-28
964,ĠThe,741,.,2.0423883e-28
544,Ġfilms,977,Ġfilms,2.04094e-28
188,Ġthe,1004,.,2.0399903e-28
10,Ġduring,165,.,2.0391965e-28
179,ĠSut,363,.,2.0230498e-28
564,Ġthe,564,Ġthe,2.0155468e-28
677,Ġfilm,88,.,2.0012355e-28
614,Ġalthough,311,.,2.0011514e-28
680,Ġ',88,.,1.9986415e-28
608,ĠMaster,799,.,1.9966297e-28
63,Ġto,799,.,1.9905914e-28
596,Ġwhy,925,.,1.9904699e-28
965,ĠLegacy,799,.,1.9842383e-28
738,Ġall,739,Ġthe,1.981553e-28
223,ĠMaster,1004,.,1.9794904e-28
394,Ġ1939,741,.,1.9790373e-28
594,Ġeven,925,.,1.9788261e-28
404,1989,311,.,1.9766607e-28
391,Ġcommitting,363,.,1.9753039e-28
188,Ġthe,507,.,1.973007e-28
188,Ġthe,905,.,1.9653599e-28
868,ĠPuppet,946,ĠPuppet,1.9643256e-28
138,ĠAf,925,.,1.9630596e-28
686,Ġ(,590,.,1.9557795e-28
1006,'t,1005,ĠDon,1.9556824e-28
614,Ġalthough,88,.,1.9519708e-28
120,Ġ&,471,.,1.9341076e-28
404,1989,88,.,1.9280524e-28
228,Ġa,311,.,1.9177977e-28
223,ĠMaster,507,.,1.9145083e-28
223,ĠMaster,905,.,1.9070734e-28
993,Ġwell,991,Ġstarted,1.900588e-28
179,ĠSut,165,.,1.8965395e-28
174,Ġcurse,311,.,1.896185e-28
371,",",799,.,1.8896141e-28
677,Ġfilm,1004,.,1.8875754e-28
680,Ġ',1004,.,1.8851286e-28
228,Ġa,88,.,1.8712935e-28
964,ĠThe,799,.,1.8694812e-28
219,Ġbit,590,.,1.8658406e-28
392,Ġsuicide,471,.,1.865442e-28
391,Ġcommitting,165,.,1.8517725e-28
174,Ġcurse,88,.,1.8495839e-28
1011,Ġjust,1005,ĠDon,1.8490338e-28
181,Ġwhom,363,.,1.845081e-28
372,Ġagain,729,.,1.8444617e-28
614,Ġalthough,1004,.,1.8411084e-28
800,ĠI,925,.,1.8342666e-28
130,au,363,.,1.8296752e-28
1035,Ġspin,1036,-,1.8276174e-28
1036,-,1035,Ġspin,1.8267947e-28
677,Ġfilm,507,.,1.8255967e-28
680,Ġ',507,.,1.8232373e-28
565,Ġend,564,Ġthe,1.8188954e-28
404,1989,1004,.,1.8185625e-28
677,Ġfilm,905,.,1.818521e-28
680,Ġ',905,.,1.8161569e-28
858,Ġ/,590,.,1.8158036e-28
179,ĠSut,416,.,1.8136713e-28
394,Ġ1939,799,.,1.8115003e-28
109,ner,471,.,1.8052229e-28
10,Ġduring,311,.,1.802429e-28
399,Ġthe,741,.,1.8005187e-28
813,Ġalways,471,.,1.7849265e-28
140,Ġpassed,363,.,1.784627e-28
614,Ġalthough,507,.,1.7806556e-28
228,Ġa,1004,.,1.7760831e-28
631,Ġvery,363,.,1.7738217e-28
614,Ġalthough,905,.,1.7737675e-28
391,Ġcommitting,416,.,1.7708604e-28
809,',741,.,1.7593866e-28
404,1989,507,.,1.7588633e-28
10,Ġduring,88,.,1.7581185e-28
810,Ġthe,1004,.,1.758085e-28
404,1989,905,.,1.7520328e-28
815,Ġabove,590,.,1.7491878e-28
1037,off,1036,-,1.7470674e-28
174,Ġcurse,1004,.,1.7445367e-28
451,a,447,Ġrelationship,1.7441773e-28
814,Ġpositioned,590,.,1.7417838e-28
1036,-,1037,off,1.7370262e-28
89,ĠHe,741,.,1.7324468e-28
911,Ġin,907,Ġfilmed,1.7306042e-28
181,Ġwhom,165,.,1.7296867e-28
707,Ġblood,718,Ġkill,1.7264567e-28
669,Ġmaking,669,Ġmaking,1.7155977e-28
228,Ġa,507,.,1.7153621e-28
130,au,165,.,1.7149172e-28
739,Ġthe,736,Ġkids,1.7144333e-28
228,Ġa,905,.,1.7114013e-28
564,Ġthe,565,Ġend,1.7111404e-28
671,ĠPuppet,729,.,1.7084335e-28
218,Ġa,590,.,1.69673e-28
810,Ġthe,905,.,1.6937746e-28
174,Ġcurse,507,.,1.6872547e-28
11,Ġ1944,363,.,1.6871068e-28
595,Ġexplained,729,.,1.6845023e-28
397,Ġstart,729,.,1.6829608e-28
174,Ġcurse,905,.,1.6807152e-28
179,ĠSut,311,.,1.6763228e-28
140,Ġpassed,165,.,1.672701e-28
642,Ġstory,421,Ġstory,1.6663513e-28
861,Ġ/>,938,.<,1.6629857e-28
631,Ġvery,165,.,1.6628841e-28
856,.<,938,.<,1.6597916e-28
10,Ġduring,1004,.,1.6582599e-28
938,.<,939,br,1.6566034e-28
712,",",711,Ġfilm,1.6543742e-28
399,Ġthe,799,.,1.6480941e-28
28,Ġpupp,590,.,1.6461964e-28
693,Ġown,741,.,1.6457193e-28
229,Ġbig,741,.,1.6416375e-28
130,au,416,.,1.6390407e-28
753,Ġthe,753,Ġthe,1.6380531e-28
391,Ġcommitting,311,.,1.6367601e-28
179,ĠSut,88,.,1.6351252e-28
407,Ġis,415,Ġthis,1.63366e-28
119,Ġyoung,471,.,1.6327502e-28
86,ĠMag,590,.,1.6265274e-28
714,Ġpupp,741,.,1.6164022e-28
103,Ġnamed,471,.,1.6154775e-28
593,Ġnever,925,.,1.61427e-28
232,Ġthe,741,.,1.6138083e-28
749,Ġthe,753,Ġthe,1.6121222e-28
821,'s,741,.,1.6108499e-28
809,',799,.,1.6104442e-28
628,Ġdealt,363,.,1.6088723e-28
802,Ġwhenever,925,.,1.6057087e-28
140,Ġpassed,416,.,1.5986799e-28
10,Ġduring,905,.,1.597607e-28
391,Ġcommitting,88,.,1.5965225e-28
106,Ġ(,471,.,1.5937114e-28
631,Ġvery,416,.,1.5902254e-28
89,ĠHe,799,.,1.58636e-28
11,Ġ1944,165,.,1.5816107e-28
227,Ġbeing,741,.,1.5781272e-28
406,Ġhe,415,Ġthis,1.5750839e-28
995,Ġthree,994,Ġwith,1.5699612e-28
236,Ġdecided,741,.,1.5628742e-28
476,Ġodd,472,ĠEven,1.5568524e-28
594,Ġeven,729,.,1.5553566e-28
696,Ġsystems,363,.,1.551481e-28
630,Ġthat,363,.,1.5459867e-28
565,Ġend,565,Ġend,1.5441949e-28
179,ĠSut,1004,.,1.5422522e-28
834,Ġproduction,884,Ġproduction,1.5370133e-28
138,ĠAf,729,.,1.532891e-28
181,Ġwhom,311,.,1.52885e-28
483,Ġ&,483,Ġ&,1.5271711e-28
130,au,311,.,1.5155642e-28
11,Ġ1944,416,.,1.5125032e-28
711,Ġfilm,712,",",1.5100357e-28
400,Ġoriginal,363,.,1.5099666e-28
201,Ġlearnt,363,.,1.5083201e-28
628,Ġdealt,165,.,1.5082625e-28
693,Ġown,799,.,1.5063994e-28
391,Ġcommitting,1004,.,1.5058479e-28
229,Ġbig,799,.,1.5031965e-28
608,ĠMaster,925,.,1.4971302e-28
179,ĠSut,507,.,1.4916236e-28
181,Ġwhom,88,.,1.4912709e-28
63,Ġto,925,.,1.4898606e-28
179,ĠSut,905,.,1.4858424e-28
965,ĠLegacy,925,.,1.4851171e-28
714,Ġpupp,799,.,1.4795641e-28
130,au,88,.,1.4788193e-28
684,Ġthe,471,.,1.4780974e-28
120,Ġ&,590,.,1.4779509e-28
232,Ġthe,799,.,1.477714e-28
821,'s,799,.,1.474482e-28
631,Ġvery,311,.,1.4698097e-28
93,Ġnight,471,.,1.458338e-28
696,Ġsystems,165,.,1.4544601e-28
391,Ġcommitting,905,.,1.4507586e-28
630,Ġthat,165,.,1.4492983e-28
740,Ġway,739,Ġthe,1.4490773e-28
1034,Ġterrible,1030,Ġwould,1.4448712e-28
140,Ġpassed,88,.,1.442393e-28
628,Ġdealt,416,.,1.44236e-28
800,ĠI,729,.,1.4417219e-28
92,Ġfateful,471,.,1.436112e-28
631,Ġvery,88,.,1.4336816e-28
993,Ġwell,994,Ġwith,1.4329819e-28
236,Ġdecided,799,.,1.4305678e-28
783,Ġwas,471,.,1.4250013e-28
780,Ġin,471,.,1.4209953e-28
392,Ġsuicide,590,.,1.4204966e-28
400,Ġoriginal,165,.,1.415531e-28
201,Ġlearnt,165,.,1.4137178e-28
181,Ġwhom,1004,.,1.406574e-28
1036,-,1036,-,1.4051797e-28
130,au,1004,.,1.4035831e-28
908,Ġin,907,Ġfilmed,1.3996159e-28
964,ĠThe,925,.,1.3992101e-28
11,Ġ1944,311,.,1.3979618e-28
696,Ġsystems,416,.,1.390919e-28
630,Ġthat,416,.,1.385972e-28
1030,Ġwould,1034,Ġterrible,1.3857078e-28
109,ner,590,.,1.3746408e-28
140,Ġpassed,1004,.,1.3690206e-28
11,Ġ1944,88,.,1.3636e-28
1041,Ġvs,1034,Ġterrible,1.3564509e-28
394,Ġ1939,925,.,1.3558198e-28
130,au,507,.,1.3555922e-28
181,Ġwhom,905,.,1.3551164e-28
400,Ġoriginal,416,.,1.3536802e-28
130,au,905,.,1.352462e-28
631,Ġvery,1004,.,1.3522557e-28
396,Ġthe,741,.,1.3513687e-28
201,Ġlearnt,416,.,1.3511626e-28
475,Ġ80,472,ĠEven,1.3342804e-28
628,Ġdealt,311,.,1.3331305e-28
867,ĠRetro,869,ĠMaster,1.3279939e-28
750,Ġspecial,853,Ġspecial,1.324877e-28
140,Ġpassed,507,.,1.3222011e-28
140,Ġpassed,905,.,1.3191583e-28
403,Ġ(,471,.,1.3133938e-28
408,Ġseen,415,Ġthis,1.3132035e-28
994,Ġwith,998,Ġdistinctive,1.3127125e-28
631,Ġvery,507,.,1.3078542e-28
1027,Ġkiller,735,Ġtame,1.3052924e-28
631,Ġvery,905,.,1.3027853e-28
628,Ġdealt,88,.,1.3003524e-28
11,Ġ1944,1004,.,1.2861543e-28
696,Ġsystems,311,.,1.2855755e-28
939,br,938,.<,1.2849968e-28
630,Ġthat,311,.,1.2810129e-28
593,Ġnever,729,.,1.2688156e-28
803,Ġyou,363,.,1.267229e-28
415,Ġthis,412,Ġduring,1.2634833e-28
49,Ġearly,471,.,1.2600659e-28
696,Ġsystems,88,.,1.2539856e-28
400,Ġoriginal,311,.,1.2511759e-28
630,Ġthat,88,.,1.2495258e-28
201,Ġlearnt,311,.,1.2493731e-28
119,Ġyoung,590,.,1.2476776e-28
1034,Ġterrible,1038,Ġflick,1.247297e-28
372,Ġagain,363,.,1.2462221e-28
11,Ġ1944,507,.,1.2439232e-28
753,Ġthe,749,Ġthe,1.2414298e-28
11,Ġ1944,905,.,1.2391022e-28
396,Ġthe,799,.,1.2369769e-28
399,Ġthe,925,.,1.2335182e-28
103,Ġnamed,590,.,1.230163e-28
628,Ġdealt,1004,.,1.2265081e-28
749,Ġthe,749,Ġthe,1.221773e-28
400,Ġoriginal,88,.,1.2204315e-28
920,Ġof,918,Ġfor,1.2198916e-28
274,Ġ&,471,.,1.2194728e-28
201,Ġlearnt,88,.,1.2190821e-28
106,Ġ(,590,.,1.2135793e-28
846,Ġ&,931,Ġ&,1.2063787e-28
809,',925,.,1.2053299e-28
96,Ġmet,471,.,1.204953e-28
214,ĠI,471,.,1.2039697e-28
739,Ġthe,738,Ġall,1.2030698e-28
1036,-,985,Ġto,1.2016388e-28
1038,Ġflick,1034,Ġterrible,1.1943543e-28
753,Ġthe,742,ĠBesides,1.1940354e-28
89,ĠHe,925,.,1.1894892e-28
50,Ġlife,471,.,1.1882557e-28
803,Ġyou,165,.,1.1879836e-28
628,Ġdealt,507,.,1.1862448e-28
696,Ġsystems,1004,.,1.1827564e-28
628,Ġdealt,905,.,1.1816381e-28
630,Ġthat,1004,.,1.1785498e-28
749,Ġthe,742,ĠBesides,1.175138e-28
63,Ġto,729,.,1.171021e-28
608,ĠMaster,729,.,1.1690483e-28
372,Ġagain,165,.,1.1682904e-28
51,Ġ&,471,.,1.168014e-28
965,ĠLegacy,729,.,1.1672925e-28
526,Ġincredible,519,Ġredesign,1.1641352e-28
278,ĠMaster,741,.,1.160951e-28
483,Ġ&,481,Ġfeels,1.1590748e-28
201,Ġlearnt,1004,.,1.1570515e-28
671,ĠPuppet,363,.,1.1543183e-28
400,Ġoriginal,1004,.,1.1511082e-28
336,Ġsetting,741,.,1.1486607e-28
370,Ġeither,369,Ġhere,1.1477583e-28
696,Ġsystems,507,.,1.1439205e-28
448,Ġwith,447,Ġrelationship,1.1421504e-28
869,ĠMaster,867,ĠRetro,1.1415143e-28
630,Ġthat,507,.,1.1398609e-28
696,Ġsystems,905,.,1.1394957e-28
595,Ġexplained,363,.,1.1381576e-28
397,Ġstart,363,.,1.1371073e-28
565,Ġend,559,Ġbriefly,1.1355208e-28
630,Ġthat,905,.,1.1354428e-28
481,Ġfeels,483,Ġ&,1.1282755e-28
693,Ġown,925,.,1.1274667e-28
229,Ġbig,925,.,1.1271312e-28
684,Ġthe,590,.,1.1255416e-28
963,:,741,.,1.1252667e-28
742,ĠBesides,749,Ġthe,1.124829e-28
53,Ġpoint,471,.,1.1218808e-28
201,Ġlearnt,507,.,1.1174898e-28
372,Ġagain,416,.,1.1172426e-28
201,Ġlearnt,905,.,1.1149181e-28
93,Ġnight,590,.,1.1143909e-28
400,Ġoriginal,507,.,1.1133116e-28
400,Ġoriginal,905,.,1.1089964e-28
232,Ġthe,925,.,1.108024e-28
714,Ġpupp,925,.,1.1073901e-28
821,'s,925,.,1.1035778e-28
421,Ġstory,642,Ġstory,1.0990909e-28
92,Ġfateful,590,.,1.0973984e-28
54,Ġat,471,.,1.0937207e-28
820,Ġit,165,.,1.0900304e-28
783,Ġwas,590,.,1.0851099e-28
227,Ġbeing,925,.,1.083538e-28
